id,category,english,amharic,amharicTranslit,afaanOromo,oromoPronunciation,context,exampleEn,difficulty,tags,reviewStatus
ethio-0415,Emergency & Health,injury,ጉዳት,gudat,miidhaa,miidhaa,accidents and emergency,Use 'injury' in accidents and emergency.,beginner,emergency-health|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0416,Emergency & Health,wound,ቁስል,qusul,madaa,madaa,health and first aid,Use 'wound' in health and first aid.,beginner,emergency-health|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0417,Emergency & Health,blood,ደም,dem,dhiiga,dhiiga,health and emergency,Use 'blood' in health and emergency.,beginner,emergency-health|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0418,Emergency & Health,ambulance,አምቡላንስ,ambulans,ambulaansii,ambualansii,emergency transport,Use 'ambulance' in emergency transport.,beginner,emergency-health|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0419,Emergency & Health,police station,ፖሊስ ጣቢያ,polis tabiya,buufata poolisii,buufata poolisii,"safety, reporting, and directions","Use 'police station' in safety, reporting, and directions.",beginner,emergency-health|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0420,Emergency & Health,fire,እሳት,isat,ibidda,ibidda,emergency and safety,Use 'fire' in emergency and safety.,beginner,emergency-health|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0421,Emergency & Health,safe,ደህና,dehna,nageenya,nageenya,"safety, greetings, and assurance","Use 'safe' in safety, greetings, and assurance.",beginner,emergency-health|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0422,Emergency & Health,help me,እርዱኝ,irduñ,na gargaaraa,na gargaaraa,emergency and urgent requests,Use 'help me' in emergency and urgent requests.,beginner,emergency-health|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0423,Emergency & Health,I am sick,ታምሜአለሁ,tammealehu,nan dhukkubsadha,nan dhukkubsadha,health and clinic situations,Use 'I am sick' in health and clinic situations.,beginner,emergency-health|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0424,Emergency & Health,I need a doctor,ሐኪም ያስፈልገኛል,hakim yasfelgeñal,doktara na barbaachisa,doktara na barbaachisa,urgent medical need,Use 'I need a doctor' in urgent medical need.,beginner,emergency-health|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0425,Emergency & Health,call an ambulance,አምቡላንስ ይጥሩ,ambulans yitiru,ambulaansii waamaa,ambulaansii waamaa,medical emergency,Use 'call an ambulance' in medical emergency.,beginner,emergency-health|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0426,Emergency & Health,where is the hospital,ሆስፒታሉ የት ነው,hospitalu yet new,hospitaalli eessa jira,hospitaalli eessa jira,asking directions in emergency,Use 'where is the hospital' in asking directions in emergency.,beginner,emergency-health|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0427,Emergency & Health,I lost my phone,ስልኬን አጣሁ,silken atahu,bilbila koo dhabee jira,bilbila koo dhabee jira,"safety, travel, and reporting loss","Use 'I lost my phone' in safety, travel, and reporting loss.",beginner,emergency-health|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0428,Emergency & Health,I lost my passport,ፓስፖርቴን አጣሁ,passporten atahu,paaspoortii koo dhabee jira,paaspoortii koo dhabee jira,tourist emergency and embassy help,Use 'I lost my passport' in tourist emergency and embassy help.,intermediate,emergency-health|intermediate|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0429,Emergency & Health,emergency number,የአደጋ ጊዜ ስልክ,ye-adega gize silk,lakkoofsa yeroo balaa,lakkoofsa yeroo balaa,emergency contact and safety,Use 'emergency number' in emergency contact and safety.,intermediate,emergency-health|intermediate|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0430,Emergency & Health,first aid,የመጀመሪያ እርዳታ,ye-mejemeriya irdata,gargaarsa jalqabaa,gargaarsa jalqabaa,health and safety training,Use 'first aid' in health and safety training.,intermediate,emergency-health|intermediate|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0431,Emergency & Health,insurance,ኢንሹራንስ,inshurans,inshuraansii,inshuraansii,"health, travel, and finance","Use 'insurance' in health, travel, and finance.",intermediate,emergency-health|intermediate|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0432,Emergency & Health,pregnant,እርጉዝ,irguz,ulfa,ulfa,"health, family, and medical contexts","Use 'pregnant' in health, family, and medical contexts.",intermediate,emergency-health|intermediate|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0433,Emergency & Health,child health,የልጅ ጤና,ye-lij tena,fayyaa daaʼimaa,fayyaa daaimaa,"clinic, parenting, and school contexts","Use 'child health' in clinic, parenting, and school contexts.",intermediate,emergency-health|intermediate|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0434,Emergency & Health,clean water,ንጹህ ውሃ,nitsuh wuha,bishaan qulqulluu,bishaan qulqulluu,"health, travel, and food safety","Use 'clean water' in health, travel, and food safety.",beginner,emergency-health|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0435,Emergency & Health,wash hands,እጅ መታጠብ,ij metateb,harka dhiqachuu,harka dhiqachuu,"health, hygiene, and food","Use 'wash hands' in health, hygiene, and food.",beginner,emergency-health|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0436,Emergency & Health,mask,ማስክ,mask,maaskii,maaskii,health and hygiene,Use 'mask' in health and hygiene.,beginner,emergency-health|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0437,Emergency & Health,appointment,ቀጠሮ,qetero,beellama,beellama,"doctor, office, and service scheduling","Use 'appointment' in doctor, office, and service scheduling.",beginner,emergency-health|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0438,Emergency & Health,prescription,የሐኪም ትእዛዝ,ye-hakim tiizaz,ajaja qorichaa,ajaja qorichaa,medicine and pharmacy,Use 'prescription' in medicine and pharmacy.,intermediate,emergency-health|intermediate|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0439,Emergency & Health,dose,መጠን,meten,doosii,doosii,medicine instructions,Use 'dose' in medicine instructions.,intermediate,emergency-health|intermediate|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0440,School & Learning,classroom,የትምህርት ክፍል,ye-timihirt kifil,kutaa barumsaa,kutaa barumsaa,school room and learning context,Use 'classroom' in school room and learning context.,beginner,school-learning|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0441,School & Learning,subject,የትምህርት ዓይነት,ye-timihirt aynet,gosa barnootaa,gosa barnootaa,school subjects and course selection,Use 'subject' in school subjects and course selection.,intermediate,school-learning|intermediate|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0442,School & Learning,mathematics,ሂሳብ,hisab,herrega,herrega,school subject,Use 'mathematics' in school subject.,beginner,school-learning|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0443,School & Learning,science,ሳይንስ,science,saayinsii,saayinsii,school subject,Use 'science' in school subject.,beginner,school-learning|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0444,School & Learning,history,ታሪክ,tarik,seenaa,seenaa,school subject and culture,Use 'history' in school subject and culture.,beginner,school-learning|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0445,School & Learning,geography,ጂኦግራፊ,geography,jiʼoogiraafii,jiogiraafii,school subject and maps,Use 'geography' in school subject and maps.,beginner,school-learning|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0446,School & Learning,biology,ባዮሎጂ,biology,baayooloojii,baayooloojii,school subject,Use 'biology' in school subject.,beginner,school-learning|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0447,School & Learning,chemistry,ኬሚስትሪ,chemistry,keemistirii,keemistirii,school subject,Use 'chemistry' in school subject.,beginner,school-learning|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0448,School & Learning,physics,ፊዚክስ,physics,fiiziksii,fiiziksii,school subject,Use 'physics' in school subject.,beginner,school-learning|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0449,School & Learning,grammar,ሰዋሰው,sewasew,caasluga,caasluga,language learning and writing,Use 'grammar' in language learning and writing.,intermediate,school-learning|intermediate|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0450,School & Learning,vocabulary,የቃላት እውቀት,ye-qalat iwqet,jechoota,jechoota,language learning and word bank,Use 'vocabulary' in language learning and word bank.,intermediate,school-learning|intermediate|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0451,School & Learning,sentence,ዓረፍተ ነገር,arefte neger,hima,hima,translation and language learning,Use 'sentence' in translation and language learning.,beginner,school-learning|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0452,School & Learning,paragraph,አንቀጽ,anqets,keeyyata,keeyyata,reading and writing,Use 'paragraph' in reading and writing.,intermediate,school-learning|intermediate|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0453,School & Learning,notebook,ደብተር,debter,daftara,daftara,school materials,Use 'notebook' in school materials.,beginner,school-learning|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0454,School & Learning,pencil,እርሳስ,irsas,irsaasa,irsaasa,school materials,Use 'pencil' in school materials.,beginner,school-learning|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0455,School & Learning,eraser,ላጲስ,lapis,haqaa,haqaa,school materials,Use 'eraser' in school materials.,beginner,school-learning|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0456,School & Learning,ruler,መስመሪያ,mesmeriya,sarartuu,sarartuu,school materials,Use 'ruler' in school materials.,beginner,school-learning|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0457,School & Learning,library,ቤተ መጻሕፍት,bete metsahift,mana kitaabaa,mana kitaabaa,school and reading,Use 'library' in school and reading.,beginner,school-learning|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0458,School & Learning,listen,ማዳመጥ,madamet,dhaggeeffachuu,dhaggeeffachuu,learning action,Use 'listen' in learning action.,beginner,school-learning|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0459,School & Learning,repeat,መድገም,medegem,irra deebiʼuu,irra deebiuu,language practice and memorization,Use 'repeat' in language practice and memorization.,beginner,school-learning|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0460,School & Learning,remember,ማስታወስ,mastawes,yaadachuu,yaadachuu,flashcards and study,Use 'remember' in flashcards and study.,beginner,school-learning|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0461,School & Learning,forget,መርሳት,mersat,irraanfachuu,irraanfachuu,study and daily life,Use 'forget' in study and daily life.,beginner,school-learning|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0462,School & Learning,quiz,አጭር ፈተና,achir fetena,qormaata gabaabaa,qormaata gabaabaa,learning app and study,Use 'quiz' in learning app and study.,beginner,school-learning|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0463,School & Learning,flashcard,የቃል ካርድ,ye-qal card,kaardii jechootaa,kaardii jechootaa,vocabulary learning,Use 'flashcard' in vocabulary learning.,beginner,school-learning|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0464,School & Learning,translation,ትርጉም,tirgum,hiika,hiika,translation app and language learning,Use 'translation' in translation app and language learning.,beginner,school-learning|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0465,School & Learning,meaning,ትርጉም,tirgum,hiika,hiika,word explanations and definitions,Use 'meaning' in word explanations and definitions.,beginner,school-learning|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0466,School & Learning,pronunciation,አነባበብ,anebabeb,sagalee dubbii,sagalee dubbii,language learning and speaking,Use 'pronunciation' in language learning and speaking.,intermediate,school-learning|intermediate|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0467,Home & Objects,apartment,አፓርታማ,apartama,apaartaamaa,apaartaamaa,housing and rental,Use 'apartment' in housing and rental.,beginner,home-objects|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0468,Home & Objects,desk,ዴስክ,desk,minjaala hojii,minjaala hojii,school and office,Use 'desk' in school and office.,beginner,home-objects|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0469,Home & Objects,lamp,መብራት,mebrat,ibsaa,ibsaa,home and electricity,Use 'lamp' in home and electricity.,beginner,home-objects|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0470,Home & Objects,electricity,ኤሌክትሪክ,elektrik,elektirikii,elektirikii,"home, hotel, and services","Use 'electricity' in home, hotel, and services.",beginner,home-objects|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0471,Home & Objects,plug,ፕላግ,plug,pilagii,pilagii,charging and electricity,Use 'plug' in charging and electricity.,beginner,home-objects|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0472,Home & Objects,charger,ቻርጀር,charger,chaarjarii,chaarjarii,phone and device charging,Use 'charger' in phone and device charging.,beginner,home-objects|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0473,Home & Objects,battery,ባትሪ,batri,baatirii,baatirii,"phone, car, and devices","Use 'battery' in phone, car, and devices.",beginner,home-objects|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0474,Home & Objects,phone case,የስልክ መያዣ,ye-silk meyaja,qola bilbilaa,qola bilbilaa,phone accessories,Use 'phone case' in phone accessories.,beginner,home-objects|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0475,Home & Objects,headphones,ጆሮ ማዳመጫ,joro madametcha,hedfoonii,hedfoonii,"music, study, and calls","Use 'headphones' in music, study, and calls.",beginner,home-objects|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
ethio-0476,Home & Objects,umbrella,ጃንጥላ,jantla,gaaddisa bokkaa,gaaddisa bokkaa,rain and travel,Use 'umbrella' in rain and travel.,beginner,home-objects|beginner|ethio-lang-batch-2,batch_2_ai_generated_needs_native_speaker_review
